2026-09-03 02:54:20 | INFO     | run                  | ======================================================================
2026-09-03 02:54:20 | INFO     | run                  | 🚀 MARKET DATA SCRAPER - SINGLE EXECUTION
2026-09-03 02:54:20 | INFO     | run                  | ======================================================================
2026-09-03 02:54:20 | INFO     | run                  | Execution Time: 2026-09-03 07:54:20 PKT
2026-09-03 02:54:20 | INFO     | run                  | Configuration:
2026-09-03 02:54:20 | INFO     | run                  |    - Timezone: Asia/Karachi
2026-09-03 02:54:20 | INFO     | run                  |    - Data directory: data
2026-09-03 02:54:20 | INFO     | run                  |    - Log directory: logs
2026-09-03 02:54:20 | INFO     | run                  |    - Excluded symbols: {'XS', 'XT', 'XD', 'XR'}
2026-09-03 02:54:20 | INFO     | run                  | ======================================================================
2026-09-03 02:54:20 | INFO     | fetch_data           | Fetching data (Attempt 1/3)...
2026-09-03 02:54:20 | DEBUG    | fetch_data           | Establishing session with https://dps.psx.com.pk/
2026-09-03 02:54:23 | DEBUG    | fetch_data           | Requesting data from https://dps.psx.com.pk/market-watch
2026-09-03 02:54:25 | DEBUG    | fetch_data           | Response status: 200
2026-09-03 02:54:25 | DEBUG    | fetch_data           | Response content type: text/html; charset=utf-8
2026-09-03 02:54:25 | DEBUG    | fetch_data           | Response size: 481747 bytes
2026-09-03 02:54:25 | INFO     | fetch_data           | ✅ Data fetched successfully (Status: 200)
2026-09-03 02:54:25 | DEBUG    | parse_json           | Attempting JSON parsing...
2026-09-03 02:54:25 | DEBUG    | parse_json           | Response preview: <table class="tbl" data-page-length="25"><thead class="tbl__head"><!-- tr--><!--   th(colspan="11")--><!--   th.center(colspan="2", style="width: 110px;") TOTAL BUY ORDERS--><!--   th.center(colspan="2", style="width: 110px;") TOTAL SELL ORDERS--><tr><th data-name="symbol">SYMBOL</th><th data-name="sector">SECTOR</th><th data-name="listed">LISTED IN</th><th class="right" data-name="ldcp">LDCP</th><th class="right" data-name="open">OPEN</th><th class="right" data-name="high">HIGH</th><th class="r
2026-09-03 02:54:25 | WARNING  | parse_json           | ⚠️ JSON parsing failed: Expecting value: line 1 column 1 (char 0)
2026-09-03 02:54:25 | INFO     | run                  | JSON parsing failed, trying HTML fallback...
2026-09-03 02:54:25 | INFO     | parse_html           | Attempting HTML fallback parsing...
